,neg,neu,pos,compound,word_count
630,0.21,0.743,0.047,-0.7374,38
631,0.247,0.753,0.0,-0.6435,18
632,0.0,0.656,0.344,0.6361,10
633,0.0,0.769,0.231,0.6908,22
634,0.0,1.0,0.0,0.0,20
635,0.162,0.838,0.0,-0.6418,23
636,0.0,0.885,0.115,0.4588,25
637,0.0,1.0,0.0,0.0,2
638,0.0,1.0,0.0,0.0,8
639,0.167,0.833,0.0,-0.296,13
640,0.344,0.656,0.0,-0.2716,6
641,0.423,0.577,0.0,-0.296,4
642,0.203,0.797,0.0,-0.4215,12
643,0.524,0.476,0.0,-0.296,3
644,0.688,0.312,0.0,-0.296,2
645,0.268,0.569,0.163,-0.1877,6
646,0.0,1.0,0.0,0.0,19
647,0.0,1.0,0.0,0.0,1
648,0.306,0.694,0.0,-0.296,7
649,0.135,0.865,0.0,-0.1027,10
650,0.0,1.0,0.0,0.0,11
651,0.0,0.845,0.155,0.5106,19
652,0.0,0.875,0.125,0.25,15
653,0.0,1.0,0.0,0.0,8
654,0.075,0.925,0.0,-0.2755,28
655,0.0,1.0,0.0,0.0,21
656,0.09,0.708,0.202,0.4678,17
657,0.0,0.822,0.178,0.0772,7
658,0.0,1.0,0.0,0.0,11
659,0.0,1.0,0.0,0.0,8
660,0.14,0.86,0.0,-0.2755,14
661,0.0,1.0,0.0,0.0,32
662,0.0,1.0,0.0,0.0,5
663,0.0,1.0,0.0,0.0,11
664,0.0,1.0,0.0,0.0,5
665,0.0,1.0,0.0,0.0,14
666,0.0,1.0,0.0,0.0,6
667,0.0,1.0,0.0,0.0,18
668,0.0,1.0,0.0,0.0,13
669,0.0,1.0,0.0,0.0,10
670,0.0,1.0,0.0,0.0,9
671,0.0,1.0,0.0,0.0,6
672,0.0,0.532,0.468,0.5267,8
673,0.0,0.758,0.242,0.7227,21
